# Per-triangle psi statistic data for n=7
# Format: triangle_index l1[0..n-1] l2[0..2n-1] | psi_dist (q:count pairs)
# Canonical triangles with level1 = (0,1,...,n-1) and boundary ordering
# Total triangles: 3098
# Each row: idx l1_data l2_data | q0:c0 q1:c1 ...
#
122 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 1 3 4 6 0 5 6 | 6:62 7:330 8:556 9:772 10:800 11:800 12:772 13:556 14:330 15:62 
123 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 1 6 0 3 4 5 6 | 6:42 7:272 8:530 9:768 10:908 11:908 12:768 13:530 14:272 15:42 
124 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 1 6 0 4 3 5 6 | 6:18 7:278 8:524 9:780 10:920 11:920 12:780 13:524 14:278 15:18 
125 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 1 6 3 4 0 5 6 | 7:219 8:557 9:795 10:949 11:949 12:795 13:557 14:219 
126 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 3 6 0 1 4 5 6 | 6:36 7:242 8:532 9:792 10:918 11:918 12:792 13:532 14:242 15:36 
127 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 3 6 0 4 1 5 6 | 7:224 8:546 9:798 10:952 11:952 12:798 13:546 14:224 
128 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 3 6 1 4 0 5 6 | 7:189 8:525 9:861 10:945 11:945 12:861 13:525 14:189 
129 0 1 2 3 4 5 6 | 0 1 3 2 4 2 6 0 1 3 5 4 5 6 | 6:122 7:339 8:493 9:727 10:839 11:839 12:727 13:493 14:339 15:122 
130 0 1 2 3 4 5 6 | 0 1 3 2 4 2 6 0 1 4 5 3 5 6 | 6:116 7:305 8:515 9:715 10:869 11:869 12:715 13:515 14:305 15:116 
131 0 1 2 3 4 5 6 | 0 1 3 2 4 2 6 0 3 1 5 4 5 6 | 6:108 7:311 8:535 9:699 10:867 11:867 12:699 13:535 14:311 15:108 
132 0 1 2 3 4 5 6 | 0 1 3 2 4 2 6 0 3 4 5 1 5 6 | 6:84 7:322 8:518 9:714 10:882 11:882 12:714 13:518 14:322 15:84 
133 0 1 2 3 4 5 6 | 0 1 3 2 4 2 6 0 5 1 3 4 5 6 | 6:46 7:270 8:536 9:722 10:946 11:946 12:722 13:536 14:270 15:46 
